,loop_no,relevant_count,irrelevant_count,accuracy,precision,recall,f1,m1_training_time,m1_prediction_time,m1_acc,m1_prec,m1_rec,m1_f1,m2_training_time,m2_prediction_time,m2_acc,m2_prec,m2_rec,m2_f1,m3_training_time,m3_prediction_time,m3_acc,m3_prec,m3_rec,m3_f1
162,162,570,1055,0.9909958580947236,0.0,0.0,0.0,0.3766210079193115,0.8868703842163086,0.9913560237709347,1.0,0.04,0.07692307692307693,1.803657054901123,0.9034442901611328,0.9906356924185126,0.4375,0.14,0.21212121212121213,1.5165903568267822,0.06144833564758301,0.9863137043039798,0.19047619047619047,0.16,0.17391304347826086
163,163,570,1065,0.9909796139274761,0.0,0.0,0.0,0.38074731826782227,0.8873224258422852,0.9911600216489266,1.0,0.02,0.0392156862745098,1.237504482269287,0.9016396999359131,0.9906187984845751,0.25,0.02,0.037037037037037035,1.8700032234191895,0.06146740913391113,0.9866498286126646,0.2,0.16,0.17777777777777778
164,164,570,1075,0.9909633110428339,0.0,0.0,0.0,0.3855421543121338,0.8841700553894043,0.9911440448219773,1.0,0.02,0.0392156862745098,2.210848093032837,0.901127815246582,0.9907825772636906,0.0,0.0,0.0,1.6202802658081055,0.06163954734802246,0.9871679016808241,0.2,0.14,0.1647058823529412
165,165,570,1085,0.9909469491218541,0.0,0.0,0.0,0.37932848930358887,0.8801040649414062,0.991128010139417,1.0,0.02,0.0392156862745098,1.655881643295288,0.9056470394134521,0.9904037660691654,0.0,0.0,0.0,1.2608048915863037,0.06117606163024902,0.9875067897881586,0.22857142857142856,0.16,0.18823529411764708
166,166,570,1095,0.9909305278432795,0.0,0.0,0.0,0.37550830841064453,0.8805656433105469,0.9911119172864139,1.0,0.02,0.0392156862745098,1.4339895248413086,0.9030137062072754,0.9896608017413386,0.23076923076923078,0.06,0.09523809523809523,1.7277443408966064,0.06105518341064453,0.980954108470887,0.14285714285714285,0.22,0.17322834645669288
167,167,570,1105,0.990914046883518,0.0,0.0,0.0,0.39246034622192383,0.8740758895874023,0.9910957659458477,1.0,0.02,0.0392156862745098,2.525812864303589,0.9028749465942383,0.990914046883518,0.5,0.08,0.13793103448275865,1.7605879306793213,0.0607142448425293,0.9880065418862438,0.21428571428571427,0.12,0.15384615384615383
168,168,570,1115,0.9908975059166212,0.0,0.0,0.0,0.39559054374694824,0.8748319149017334,0.9910795557982888,1.0,0.02,0.0392156862745098,2.04062557220459,0.8963723182678223,0.9908975059166212,0.5,0.04,0.07407407407407407,1.7903497219085693,0.06081986427307129,0.9859821591115966,0.2,0.18,0.1894736842105263
169,169,570,1125,0.9908809046142623,0.0,0.0,0.0,0.37874794006347656,0.8741700649261475,0.9910632865219771,1.0,0.02,0.0392156862745098,1.0842993259429932,0.8906235694885254,0.9905161407988328,0.0,0.0,0.0,1.0599701404571533,0.06076622009277344,0.9888747036294,0.23809523809523808,0.1,0.1408450704225352
170,170,570,1135,0.9908642426457154,0.0,0.0,0.0,0.3921806812286377,0.8740427494049072,0.991046957792801,1.0,0.02,0.0392156862745098,1.7493481636047363,0.8883111476898193,0.9888543760277727,0.13333333333333333,0.04,0.061538461538461535,1.7028729915618896,0.061165571212768555,0.9727754430842317,0.19254658385093168,0.62,0.2938388625592417
171,171,570,1145,0.9908475196778327,0.0,0.0,0.0,0.4096524715423584,0.872246265411377,0.991030569284276,1.0,0.02,0.0392156862745098,1.7947971820831299,0.888861894607544,0.9906644700713894,0.3333333333333333,0.02,0.03773584905660377,1.6260058879852295,0.060849905014038086,0.9868204283360791,0.17647058823529413,0.12,0.14285714285714282
172,172,570,1155,0.990830735375023,0.0,0.0,0.0,0.41930699348449707,0.8705124855041504,0.9910141206675225,1.0,0.02,0.0392156862745098,1.9086384773254395,0.8875570297241211,0.9902805794975243,0.2,0.02,0.03636363636363636,1.7383203506469727,0.06077098846435547,0.986796258940033,0.23809523809523808,0.2,0.21739130434782608
173,173,570,1165,0.9908138893992283,0.0,0.0,0.0,0.4301316738128662,0.8675971031188965,0.9909976116112438,1.0,0.02,0.0392156862745098,1.502112627029419,0.8882832527160645,0.9908138893992283,0.5,0.12,0.1935483870967742,1.6762800216674805,0.06031680107116699,0.9884255006430277,0.19047619047619047,0.08,0.11267605633802817
174,174,570,1175,0.9907969814099025,0.0,0.0,0.0,0.6274092197418213,0.8655846118927002,0.9909810417817044,1.0,0.02,0.0392156862745098,2.180894613265991,0.8815672397613525,0.9906129210381005,0.3333333333333333,0.02,0.03773584905660377,2.2366528511047363,0.060235023498535156,0.9876679550892693,0.20689655172413793,0.12,0.1518987341772152
175,175,570,1185,0.9907800110639867,0.0,0.0,0.0,0.43098974227905273,0.8682873249053955,0.990964410842707,1.0,0.02,0.0392156862745098,1.9677515029907227,0.886277437210083,0.9904112115065462,0.4166666666666667,0.1,0.16129032258064516,1.5365161895751953,0.060059547424316406,0.9883828139406232,0.19047619047619047,0.08,0.11267605633802817
176,176,570,1195,0.9907629780158876,0.0,0.0,0.0,0.42348599433898926,0.8670713901519775,0.99094771845557,1.0,0.02,0.0392156862745098,2.7146501541137695,0.8779127597808838,0.9898392758174764,0.2727272727272727,0.06,0.09836065573770492,1.8423335552215576,0.06083250045776367,0.985036024385738,0.1836734693877551,0.18,0.1818181818181818
177,177,570,1205,0.9907458819174533,0.0,0.0,0.0,0.4152956008911133,0.8606712818145752,0.9909309642791042,1.0,0.02,0.0392156862745098,1.3365123271942139,0.8791773319244385,0.9896353877475477,0.3125,0.1,0.15151515151515152,1.8892879486083984,0.059929847717285156,0.9877845641310383,0.21428571428571427,0.12,0.15384615384615383
178,178,570,1215,0.9907287224179492,0.0,0.0,0.0,0.4479069709777832,0.8557496070861816,0.9909141479695902,1.0,0.02,0.0392156862745098,2.6643106937408447,0.8748264312744141,0.9870202113851289,0.1875,0.12,0.14634146341463414,1.4925932884216309,0.06002306938171387,0.988689041349898,0.28,0.14,0.18666666666666668
179,179,570,1225,0.9907114991640349,0.0,0.0,0.0,0.447162389755249,0.8585889339447021,0.9908972691807543,1.0,0.02,0.0392156862745098,3.306225538253784,0.8738281726837158,0.9905257291473156,0.0,0.0,0.0,2.371497392654419,0.0593113899230957,0.9816087683447892,0.189873417721519,0.3,0.23255813953488372
180,180,570,1235,0.9906942117997395,0.0,0.0,0.0,0.44190311431884766,0.8546366691589355,0.9908803275637447,1.0,0.02,0.0392156862745098,2.694535255432129,0.875887393951416,0.9897636329797134,0.3076923076923077,0.08,0.126984126984127,2.081791639328003,0.0596773624420166,0.9873441280476456,0.125,0.06,0.08108108108108109
181,181,570,1245,0.9906768599664367,0.0,0.0,0.0,0.5727386474609375,0.8511779308319092,0.990863322767108,1.0,0.02,0.0392156862745098,1.4282801151275635,0.86883544921875,0.9903039343650941,0.3333333333333333,0.04,0.07142857142857142,1.8534820079803467,0.062165021896362305,0.9873205295543539,0.17857142857142858,0.1,0.12820512820512822
182,182,570,1255,0.9906594433028209,0.0,0.0,0.0,0.43376827239990234,1.028989553451538,0.9908462544367644,1.0,0.02,0.0392156862745098,2.2241666316986084,0.8724608421325684,0.9891649542312722,0.25,0.08,0.12121212121212122,2.460768461227417,0.059400081634521484,0.9867364094900056,0.21621621621621623,0.16,0.18390804597701146
183,183,570,1265,0.9906419614448811,0.0,0.0,0.0,0.4214468002319336,0.8487551212310791,0.9908291222159835,1.0,0.02,0.0392156862745098,1.2905311584472656,0.8686037063598633,0.9904548006737788,0.42857142857142855,0.06,0.10526315789473684,1.2347538471221924,0.058890581130981445,0.9865244244806288,0.15625,0.1,0.12195121951219513
184,184,570,1275,0.9906244140258766,0.0,0.0,0.0,0.4177730083465576,0.8483071327209473,0.990811925745359,1.0,0.02,0.0392156862745098,1.8212590217590332,0.8671121597290039,0.9904369023063941,0.3333333333333333,0.02,0.03773584905660377,1.8022687435150146,0.05913114547729492,0.9831239452465779,0.1774193548387097,0.22,0.1964285714285714
185,185,570,1285,0.9906068006763104,0.0,0.0,0.0,0.42043018341064453,0.8436057567596436,0.9907946646627841,1.0,0.02,0.0392156862745098,1.3582086563110352,0.8603897094726562,0.990043208716889,0.0,0.0,0.0,2.2670915126800537,0.0588533878326416,0.9866616569603607,0.23076923076923078,0.18,0.20224719101123595
186,186,570,1295,0.9905891210239036,0.0,0.0,0.0,0.4864311218261719,0.8455977439880371,0.9907773386034255,1.0,0.02,0.0392156862745098,1.9498875141143799,0.8650269508361816,0.9879540749105966,0.26666666666666666,0.16,0.2,1.6456594467163086,0.058512210845947266,0.9875776397515528,0.19230769230769232,0.1,0.13157894736842105
187,187,570,1305,0.9905713746935697,0.0,0.0,0.0,0.44869208335876465,0.8395178318023682,0.9907599471996983,1.0,0.02,0.0392156862745098,4.066062927246094,0.8620989322662354,0.9905713746935697,0.0,0.0,0.0,1.409224271774292,0.0590059757232666,0.9879313596077692,0.25,0.14,0.1794871794871795
188,188,570,1315,0.9905535613073871,0.0,0.0,0.0,0.44957947731018066,0.8397035598754883,0.9907424900812394,1.0,0.02,0.0392156862745098,2.072298049926758,0.8595449924468994,0.9899867749858303,0.3333333333333333,0.06,0.10169491525423728,1.4110019207000732,0.05829334259033203,0.9846967693179671,0.1702127659574468,0.16,0.16494845360824742
189,189,570,1325,0.9905356804845732,0.0,0.0,0.0,0.44284653663635254,0.8415148258209229,0.9907249668748817,1.0,0.02,0.0392156862745098,1.633014440536499,0.8673326969146729,0.9903463940942646,0.4,0.04,0.07272727272727272,1.7752115726470947,0.05860543251037598,0.9854249479462427,0.2,0.18,0.1894736842105263
190,190,570,1335,0.9905177318414565,0.0,0.0,0.0,0.43236541748046875,0.8385539054870605,0.9907073772046273,1.0,0.02,0.0392156862745098,1.4951231479644775,0.8668386936187744,0.9901384411151147,0.375,0.06,0.10344827586206896,1.6026504039764404,0.058155059814453125,0.9888109235729187,0.23529411764705882,0.08,0.11940298507462688
191,191,570,1345,0.9904997149914497,0.0,0.0,0.0,0.4284636974334717,0.8409585952758789,0.9906897206916208,1.0,0.02,0.0392156862745098,1.8191509246826172,0.8614473342895508,0.9901197035911077,0.3333333333333333,0.04,0.07142857142857142,1.244614601135254,0.05876731872558594,0.9865095952878586,0.21621621621621623,0.16,0.18390804597701146
192,192,570,1355,0.990481629545022,0.0,0.0,0.0,0.4233717918395996,0.8434295654296875,0.9906719969541214,1.0,0.02,0.0392156862745098,1.9620845317840576,0.8566460609436035,0.9899105273177232,0.2857142857142857,0.04,0.07017543859649124,2.13791561126709,0.05796456336975098,0.9794403198172473,0.18478260869565216,0.34,0.23943661971830985
193,193,570,1365,0.99046347510967,0.0,0.0,0.0,0.4311997890472412,0.8356585502624512,0.9906542056074766,1.0,0.02,0.0392156862745098,1.3117554187774658,0.8550360202789307,0.9900820141140568,0.3333333333333333,0.04,0.07142857142857142,2.4430954456329346,0.058640480041503906,0.9883654396337974,0.21052631578947367,0.08,0.11594202898550725
194,194,570,1375,0.990445251289891,0.0,0.0,0.0,0.48612380027770996,0.8295876979827881,0.9906363462640932,1.0,0.02,0.0392156862745098,3.365476608276367,0.8470473289489746,0.9885343015478693,0.2916666666666667,0.14,0.1891891891891892,2.182478904724121,0.058043479919433594,0.9879610166252627,0.19047619047619047,0.08,0.11267605633802817
195,195,570,1385,0.9904269576871529,0.0,0.0,0.0,0.46959900856018066,0.8306992053985596,0.9906184185334099,1.0,0.02,0.0392156862745098,1.9057793617248535,0.848787784576416,0.9898525751483822,0.2,0.02,0.03636363636363636,1.9818329811096191,0.058387041091918945,0.9885123492245835,0.2222222222222222,0.08,0.11764705882352941
196,196,570,1395,0.9904085938998657,0.0,0.0,0.0,0.4630558490753174,0.8339438438415527,0.9906004220218684,1.0,0.02,0.0392156862745098,1.3321962356567383,0.85150146484375,0.9904085938998657,0.0,0.0,0.0,1.4423277378082275,0.05784916877746582,0.9888739689238443,0.25,0.08,0.12121212121212122
197,197,570,1405,0.990390159523352,0.0,0.0,0.0,0.46619272232055664,0.840193510055542,0.9905823563328848,1.0,0.02,0.0392156862745098,1.5647239685058594,0.8480126857757568,0.9880837978089564,0.125,0.04,0.06060606060606061,2.373825788497925,0.057450056076049805,0.9853930424754949,0.20454545454545456,0.18,0.1914893617021277
198,198,570,1415,0.9903716541498171,0.0,0.0,0.0,0.4951212406158447,0.8286662101745605,0.9905642210668207,1.0,0.02,0.0392156862745098,1.991670846939087,0.8434503078460693,0.9896013864818024,0.16666666666666666,0.02,0.03571428571428571,2.106379508972168,0.05776262283325195,0.9886385518967842,0.2631578947368421,0.1,0.14492753623188404
199,199,570,1425,0.9903530773683195,0.0,0.0,0.0,0.4654202461242676,0.8278520107269287,0.9905460158209531,1.0,0.02,0.0392156862745098,2.8097710609436035,0.8434791564941406,0.9901601389156859,0.0,0.0,0.0,1.6200165748596191,0.05763554573059082,0.9890025081998842,0.23076923076923078,0.06,0.09523809523809523
200,200,570,1435,0.99033442876474,0.0,0.0,0.0,0.5192828178405762,0.8229026794433594,0.9905277401894452,1.0,0.02,0.0392156862745098,2.316046714782715,0.846489429473877,0.9905277401894452,1.0,0.02,0.0392156862745098,2.951514959335327,0.06032276153564453,0.986468200270636,0.20588235294117646,0.14,0.16666666666666666
201,201,570,1445,0.9903157079217509,0.0,0.0,0.0,0.5102300643920898,0.8197903633117676,0.9905093937633159,1.0,0.02,0.0392156862745098,1.5384769439697266,0.8408071994781494,0.9903157079217509,0.5,0.02,0.038461538461538464,2.006509780883789,0.05712699890136719,0.9885725353476661,0.23529411764705882,0.08,0.11940298507462688
202,202,570,1455,0.9902969144187852,0.0,0.0,0.0,0.4874842166900635,0.8178460597991943,0.9904909761304095,1.0,0.02,0.0392156862745098,2.464953660964966,0.8376946449279785,0.9889384824374151,0.23076923076923078,0.06,0.09523809523809523,1.9752724170684814,0.05716419219970703,0.9883562973025423,0.2222222222222222,0.08,0.11764705882352941
203,203,570,1465,0.9902780478320047,0.0,0.0,0.0,0.5320384502410889,0.8157570362091064,0.9904724868753646,1.0,0.02,0.0392156862745098,1.5511980056762695,0.8351058959960938,0.9896947307019249,0.0,0.0,0.0,2.3994052410125732,0.05710721015930176,0.9865837060081665,0.1935483870967742,0.12,0.14814814814814814
204,204,570,1475,0.9902591077342685,0.0,0.0,0.0,0.470522403717041,0.8167052268981934,0.9904539255795831,1.0,0.02,0.0392156862745098,1.7696113586425781,0.8427488803863525,0.9904539255795831,0.6666666666666666,0.04,0.07547169811320754,1.9754681587219238,0.05665445327758789,0.9879212935904929,0.22727272727272727,0.1,0.1388888888888889
205,205,570,1485,0.9902400936951006,0.0,0.0,0.0,0.5040922164916992,0.8219490051269531,0.9904352918211985,1.0,0.02,0.0392156862745098,2.713709831237793,0.8366599082946777,0.9900448955690025,0.3333333333333333,0.02,0.03773584905660377,1.8731529712677002,0.05733489990234375,0.9873121218036307,0.2222222222222222,0.12,0.15584415584415584
206,206,570,1495,0.9902210052806572,0.0,0.0,0.0,0.5245115756988525,0.81343674659729,0.990416585175044,1.0,0.02,0.0392156862745098,1.4435765743255615,0.8346784114837646,0.9900254253862703,0.3333333333333333,0.02,0.03773584905660377,1.2777512073516846,0.06009387969970703,0.9867005671816937,0.21875,0.14,0.17073170731707318
207,207,570,1505,0.9902018420536939,0.0,0.0,0.0,0.49235057830810547,0.8089437484741211,0.99039780521262,1.0,0.02,0.0392156862745098,1.7491259574890137,0.8304915428161621,0.9898099157358416,0.25,0.02,0.037037037037037035,2.5844016075134277,0.057034969329833984,0.9786400156770527,0.17582417582417584,0.32,0.2269503546099291
208,208,570,1515,0.9901826035735323,0.0,0.0,0.0,0.5377211570739746,0.8096859455108643,0.9903789515020617,1.0,0.02,0.0392156862745098,2.20078182220459,0.8364250659942627,0.9901826035735323,0.5,0.02,0.038461538461538464,1.656482458114624,0.05697965621948242,0.9884154722167681,0.23529411764705882,0.08,0.11940298507462688
209,209,570,1525,0.9901632893960259,0.0,0.0,0.0,0.7319686412811279,0.8095364570617676,0.9903600236081055,1.0,0.02,0.0392156862745098,1.4757089614868164,0.8279678821563721,0.9893763525477081,0.25,0.04,0.06896551724137932,1.9712061882019043,0.056394100189208984,0.9876057446389928,0.24,0.12,0.16
210,210,570,1535,0.9901438990735265,0.0,0.0,0.0,0.5388076305389404,0.80908203125,0.990341021092056,1.0,0.02,0.0392156862745098,2.5461699962615967,0.829277753829956,0.9881726788882318,0.08333333333333333,0.02,0.03225806451612903,2.2496137619018555,0.05631208419799805,0.9883698009067613,0.2,0.06,0.09230769230769231
211,211,570,1545,0.9901244321548489,0.0,0.0,0.0,0.7787280082702637,0.8056619167327881,0.990321943511752,1.0,0.02,0.0392156862745098,2.00760817527771,0.825444221496582,0.9895318980841399,0.2,0.02,0.03636363636363636,1.272446632385254,0.0558624267578125,0.9869642504444005,0.19230769230769232,0.1,0.13157894736842105
212,212,570,1555,0.9901048881852365,0.0,0.0,0.0,0.494457483291626,0.7993650436401367,0.9903027904215318,1.0,0.02,0.0392156862745098,2.6875195503234863,0.8202130794525146,0.9895111814763506,0.3333333333333333,0.06,0.10169491525423728,1.6595029830932617,0.05646681785583496,0.9784286562438156,0.16853932584269662,0.3,0.2158273381294964
213,213,570,1565,0.9900852667063256,0.0,0.0,0.0,0.620126485824585,0.8035826683044434,0.9902835613721991,1.0,0.02,0.0392156862745098,1.6895458698272705,0.8209826946258545,0.9898869720404521,0.3333333333333333,0.02,0.03773584905660377,2.5152759552001953,0.11815714836120605,0.9863176680547293,0.22857142857142856,0.16,0.18823529411764708
214,214,570,1575,0.9900655672561097,0.0,0.0,0.0,0.5292131900787354,0.8027098178863525,0.9902642559109874,1.0,0.02,0.0392156862745098,1.4055089950561523,0.8205101490020752,0.9890721239817206,0.2727272727272727,0.06,0.09836065573770492,2.459178924560547,0.05551338195800781,0.9878799920524538,0.17647058823529413,0.06,0.08955223880597014
215,215,570,1585,0.9900457893689031,0.0,0.0,0.0,0.5828545093536377,0.8013875484466553,0.990244873581525,1.0,0.02,0.0392156862745098,1.696932077407837,0.8258428573608398,0.990244873581525,1.0,0.02,0.0392156862745098,2.42021107673645,0.055643320083618164,0.9888512840931714,0.25,0.06,0.0967741935483871
216,216,570,1595,0.9900259325753042,0.0,0.0,0.0,0.5295345783233643,0.7984366416931152,0.9902254139237981,1.0,0.02,0.0392156862745098,1.6766743659973145,0.8169372081756592,0.9900259325753042,0.5,0.02,0.038461538461538464,2.7391748428344727,0.05536985397338867,0.9872331936963894,0.18181818181818182,0.08,0.1111111111111111
217,217,570,1605,0.9900059964021587,0.0,0.0,0.0,0.5207228660583496,0.792919397354126,0.9902058764741155,1.0,0.02,0.0392156862745098,2.2537944316864014,0.8128871917724609,0.9900059964021587,0.5,0.02,0.038461538461538464,1.8386576175689697,0.05553245544433594,0.9872076753947632,0.23076923076923078,0.12,0.15789473684210525
218,218,570,1615,0.9899859803725215,0.0,0.0,0.0,0.5396101474761963,0.7947728633880615,0.9901862607650711,1.0,0.02,0.0392156862745098,1.7525203227996826,0.8116428852081299,0.9891848588023232,0.16666666666666666,0.02,0.03571428571428571,2.153593063354492,0.05628347396850586,0.9873823352693771,0.27586206896551724,0.16,0.20253164556962025
219,219,570,1625,0.9899658840056191,0.0,0.0,0.0,0.5304462909698486,0.793231725692749,0.9901665663255067,1.0,0.02,0.0392156862745098,1.7480428218841553,0.8117189407348633,0.9899658840056191,0.5,0.02,0.038461538461538464,2.6910080909729004,0.05503678321838379,0.9877583784868553,0.17647058823529413,0.06,0.08955223880597014
220,220,570,1635,0.9899457068168108,0.0,0.0,0.0,0.5565991401672363,0.7911272048950195,0.9901467926804746,1.0,0.02,0.0392156862745098,1.55318284034729,0.8094499111175537,0.989744620953147,0.0,0.0,0.0,1.747572898864746,0.054982900619506836,0.9863261612708627,0.17857142857142858,0.1,0.12820512820512822
221,221,570,1645,0.9899254483175499,0.0,0.0,0.0,0.5592827796936035,0.7879035472869873,0.9901269393511989,1.0,0.02,0.0392156862745098,2.0084638595581055,0.8060846328735352,0.9899254483175499,0.5,0.02,0.038461538461538464,2.3938539028167725,0.05529356002807617,0.9867015917791658,0.25,0.16,0.19512195121951217
222,222,570,1655,0.9899051080153443,0.0,0.0,0.0,0.5946617126464844,0.7818605899810791,0.9901070058550373,1.0,0.02,0.0392156862745098,1.9867722988128662,0.8022284507751465,0.9890975166565718,0.0,0.0,0.0,1.8644206523895264,0.05460524559020996,0.9864728447405613,0.22580645161290322,0.14,0.1728395061728395
223,223,570,1665,0.9898846854137163,0.0,0.0,0.0,0.6158742904663086,0.784430742263794,0.990086991705442,1.0,0.02,0.0392156862745098,2.08459210395813,0.8053250312805176,0.9894800728302651,0.3333333333333333,0.04,0.07142857142857142,2.5594606399536133,0.05501914024353027,0.9864454784543799,0.24242424242424243,0.16,0.19277108433734938
224,224,570,1675,0.989864180012163,0.0,0.0,0.0,0.5541825294494629,0.7897717952728271,0.9900668964119197,1.0,0.02,0.0392156862745098,1.4974472522735596,0.8106398582458496,0.989864180012163,0.0,0.0,0.0,2.630398750305176,0.05471992492675781,0.9870261504155686,0.23076923076923078,0.12,0.15789473684210525
225,225,570,1685,0.9898435913061142,0.0,0.0,0.0,0.5234365463256836,0.7834827899932861,0.9900467194799919,1.0,0.02,0.0392156862745098,1.808154582977295,0.8046600818634033,0.9855778996546821,0.1111111111111111,0.06,0.07792207792207792,1.8290772438049316,0.0549616813659668,0.9874060532195815,0.22727272727272727,0.1,0.1388888888888889
226,226,570,1695,0.9898229187868919,0.0,0.0,0.0,0.5935044288635254,0.7858736515045166,0.990026460411154,1.0,0.02,0.0392156862745098,2.875403881072998,0.8023126125335693,0.9898229187868919,0.5,0.02,0.038461538461538464,2.2262842655181885,0.0556488037109375,0.9869733360472217,0.20833333333333334,0.1,0.13513513513513514
227,227,570,1705,0.9898021619416684,0.0,0.0,0.0,0.5945875644683838,0.7777361869812012,0.990006118702835,1.0,0.02,0.0392156862745098,2.3484244346618652,0.9669952392578125,0.9898021619416684,0.0,0.0,0.0,2.05574369430542,0.05857682228088379,0.9873546808076687,0.22727272727272727,0.1,0.1388888888888889
228,228,570,1715,0.9897813202534232,0.0,0.0,0.0,0.5879459381103516,0.7775192260742188,0.9899856938483548,1.0,0.02,0.0392156862745098,1.7518260478973389,0.7998075485229492,0.9895769466584917,0.0,0.0,0.0,1.8885817527770996,0.05480074882507324,0.9863069691395872,0.20689655172413793,0.12,0.1518987341772152
229,229,570,1725,0.989760393200901,0.0,0.0,0.0,0.5638487339019775,0.7787868976593018,0.989965185336883,1.0,0.02,0.0392156862745098,3.6285672187805176,0.7966089248657227,0.989760393200901,0.5,0.02,0.038461538461538464,1.7240121364593506,0.05517268180847168,0.9870980954331353,0.24,0.12,0.16
230,230,570,1735,0.9897393802585677,0.0,0.0,0.0,0.5955166816711426,0.7746703624725342,0.9899445926533963,1.0,0.02,0.0392156862745098,1.7739171981811523,0.803856372833252,0.9899445926533963,0.6666666666666666,0.04,0.07547169811320754,1.6327393054962158,0.05917668342590332,0.9868664067309666,0.26666666666666666,0.16,0.2
231,231,570,1745,0.9897182808965659,0.0,0.0,0.0,0.6014001369476318,0.778998613357544,0.9899239152786345,1.0,0.02,0.0392156862745098,1.7148752212524414,0.7982063293457031,0.9891013777503599,0.4,0.12,0.18461538461538463,1.9666602611541748,0.0540461540222168,0.9866337651655357,0.25806451612903225,0.16,0.19753086419753085
232,232,570,1755,0.9896970945806718,0.0,0.0,0.0,0.6315286159515381,0.7729988098144531,0.9899031526890583,1.0,0.02,0.0392156862745098,1.8182644844055176,0.7876250743865967,0.9896970945806718,0.5,0.04,0.07407407407407407,2.1540262699127197,0.05363917350769043,0.9874304553884196,0.23809523809523808,0.1,0.1408450704225352
233,233,570,1765,0.9896758207722486,0.0,0.0,0.0,0.6037182807922363,0.774561882019043,0.9898823043568037,1.0,0.02,0.0392156862745098,2.071403741836548,0.7859630584716797,0.9882304356803634,0.18181818181818182,0.04,0.06557377049180327,2.7538866996765137,0.053644657135009766,0.9874045013421433,0.21052631578947367,0.08,0.11594202898550725
234,234,570,1775,0.9896544589282019,0.0,0.0,0.0,0.6329154968261719,0.7704846858978271,0.9898613697496379,1.0,0.02,0.0392156862745098,2.6202328205108643,0.7920246124267578,0.9896544589282019,0.5,0.04,0.07407407407407407,1.6015751361846924,0.05369067192077637,0.9865507966066626,0.14285714285714285,0.06,0.08450704225352111
235,235,570,1785,0.989633008500933,0.0,0.0,0.0,0.6202273368835449,0.7654190063476562,0.9898403483309144,1.0,0.02,0.0392156862745098,2.210529088973999,0.7876591682434082,0.9894256686709517,0.3333333333333333,0.02,0.03773584905660377,1.844435691833496,0.05375552177429199,0.9861082313912503,0.24242424242424243,0.16,0.19277108433734938
236,236,570,1795,0.9896114689382921,0.0,0.0,0.0,0.6115126609802246,0.765073299407959,0.9898192395595263,1.0,0.02,0.0392156862745098,2.656048536300659,0.7849304676055908,0.9896114689382921,0.0,0.0,0.0,2.7886159420013428,0.05347561836242676,0.9877415333471847,0.30434782608695654,0.14,0.19178082191780824
237,237,570,1805,0.9895898396835311,0.0,0.0,0.0,0.8036255836486816,0.7629663944244385,0.9897980428898605,1.0,0.02,0.0392156862745098,3.42297101020813,0.7835812568664551,0.9893816364772018,0.0,0.0,0.0,1.8039095401763916,0.0534212589263916,0.9885488236518842,0.2727272727272727,0.06,0.09836065573770492
238,238,570,1815,0.9895681201752555,0.0,0.0,0.0,0.628148078918457,0.7724313735961914,0.9897767577717504,1.0,0.02,0.0392156862745098,2.045541763305664,0.7811722755432129,0.9891508449822658,0.25,0.02,0.037037037037037035,2.131213426589966,0.05317544937133789,0.9853953682453578,0.2222222222222222,0.16,0.18604651162790697
239,239,570,1825,0.9895463098473761,0.0,0.0,0.0,0.6317808628082275,0.7607057094573975,0.9897553836504286,1.0,0.02,0.0392156862745098,1.8587446212768555,0.7817864418029785,0.9895463098473761,0.0,0.0,0.0,2.721190929412842,0.053072452545166016,0.9868283504076939,0.24,0.12,0.16
240,240,570,1835,0.9895244081290593,0.0,0.0,0.0,0.5849263668060303,1.0040457248687744,0.9897339199664781,1.0,0.02,0.0392156862745098,1.7058241367340088,0.9006288051605225,0.9882673371045464,0.2,0.04,0.06666666666666667,1.7822675704956055,0.05315279960632324,0.9870102660800335,0.22727272727272727,0.1,0.1388888888888889
241,241,570,1845,0.9895024144446777,0.0,0.0,0.0,0.5867819786071777,0.7552766799926758,0.9897123661557842,1.0,0.02,0.0392156862745098,2.271198034286499,0.7764856815338135,0.9892924627335713,0.3333333333333333,0.02,0.03773584905660377,2.8582968711853027,0.05286836624145508,0.9855133319336553,0.22857142857142856,0.16,0.18823529411764708
242,242,570,1855,0.9894803282137598,0.0,0.0,0.0,0.5916764736175537,0.9890615940093994,0.9896907216494846,1.0,0.02,0.0392156862745098,1.8738818168640137,0.8513808250427246,0.9892699347780349,0.0,0.0,0.0,1.8828444480895996,0.05351972579956055,0.9875867872922365,0.2,0.06,0.09230769230769231
243,243,570,1865,0.9894581488509382,0.0,0.0,0.0,0.58400559425354,0.7558679580688477,0.9896689858739195,1.0,0.02,0.0392156862745098,1.9471936225891113,0.7740325927734375,0.9894581488509382,0.5,0.02,0.038461538461538464,2.4498209953308105,0.05296468734741211,0.9873497786211258,0.25,0.1,0.14285714285714288
244,244,570,1875,0.989435875765899,0.0,0.0,0.0,0.5855312347412109,0.7577121257781982,0.989647158250581,1.0,0.02,0.0392156862745098,2.5546011924743652,0.7771122455596924,0.989647158250581,0.6666666666666666,0.04,0.07547169811320754,2.5585834980010986,0.05320286750793457,0.9879568983731248,0.29411764705882354,0.1,0.14925373134328357
