,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.422039270401001,0.20155116411009713,0.18464674949645996,0.061999183590696214,0.1,linear,"{'C': 0.1, 'kernel': 'linear'}",0.8598130841121495,0.8387096774193549,0.8846153846153847,0.8571428571428572,0.8229665071770335,0.852649502093356,0.020826539278033306,23
1,1.9369886875152589,0.30708949410442404,0.6615834712982178,0.12991829938858798,0.1,rbf,"{'C': 0.1, 'kernel': 'rbf'}",0.8251121076233184,0.8303571428571429,0.821917808219178,0.8416289592760181,0.7927927927927928,0.8223617621536901,0.016231059373360366,24
2,1.1302605628967286,0.13042517609020146,0.15554232597351075,0.035970342763933995,0.1,poly,"{'C': 0.1, 'kernel': 'poly'}",0.8529411764705882,0.8712871287128712,0.8730964467005077,0.8571428571428571,0.83,0.8568935218053648,0.01554770344338316,22
3,0.9487391471862793,0.07965263717956031,0.10085673332214355,0.019656365494691082,1,linear,"{'C': 1, 'kernel': 'linear'}",0.8888888888888888,0.883495145631068,0.8756218905472637,0.8656716417910447,0.835820895522388,0.8698996924761306,0.018747854768296858,21
4,1.3138782501220703,0.14251485861562244,0.4169973850250244,0.03085589209947647,1,rbf,"{'C': 1, 'kernel': 'rbf'}",0.8773584905660378,0.8878048780487806,0.89,0.86,0.8390243902439024,0.8708375517717443,0.019116181630507212,20
5,0.8473129272460938,0.1728985744749885,0.0989811897277832,0.030311226830450736,1,poly,"{'C': 1, 'kernel': 'poly'}",0.8942307692307693,0.896551724137931,0.8855721393034826,0.8756218905472637,0.8399999999999999,0.8783953046438893,0.020561204768716874,16
6,0.6885816097259522,0.1481492367087479,0.0772334098815918,0.003917600930428585,3,linear,"{'C': 3, 'kernel': 'linear'}",0.903846153846154,0.8823529411764707,0.8823529411764707,0.8669950738916257,0.8457711442786069,0.8762636508738655,0.019238777823618113,18
7,1.1016752243041992,0.10808859903489873,0.3357585906982422,0.02541824224269204,3,rbf,"{'C': 3, 'kernel': 'rbf'}",0.8952380952380954,0.8921568627450982,0.8844221105527638,0.855721393034826,0.8415841584158416,0.8738245239973249,0.021326457940876,19
8,0.831884765625,0.11068518272244167,0.0755533218383789,0.005365870373687492,3,poly,"{'C': 3, 'kernel': 'poly'}",0.9090909090909091,0.896551724137931,0.891089108910891,0.8823529411764706,0.8613861386138614,0.8880941643860126,0.01592258510703991,3
9,0.7135265827178955,0.13000300102747908,0.07048768997192383,0.014688889297391086,5,linear,"{'C': 5, 'kernel': 'linear'}",0.8985507246376813,0.9082125603864736,0.8878048780487806,0.8768472906403942,0.8457711442786069,0.8834373195983872,0.02155677331928243,14
