,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,1.1843839168548584,0.23982308113736212,0.14593472480773925,0.04481954373157841,0.5,linear,"{'C': 0.5, 'kernel': 'linear'}",0.8640776699029126,0.8878048780487806,0.8743718592964823,0.86,0.8275862068965517,0.8627681228289454,0.02004310573815881,24
1,1.5867560863494874,0.12577034722408598,0.4849235057830811,0.09577034469734393,0.5,rbf,"{'C': 0.5, 'kernel': 'rbf'}",0.8720379146919431,0.8803827751196173,0.8955223880597014,0.8756218905472637,0.8275862068965517,0.8702302350630156,0.02277550379496573,22
2,1.1912271499633789,0.23693321692961883,0.0947418212890625,0.02821875553325619,0.5,poly,"{'C': 0.5, 'kernel': 'poly'}",0.8888888888888888,0.8921568627450982,0.8775510204081631,0.8656716417910447,0.83,0.8708536827666389,0.02244916663406977,21
3,0.795941972732544,0.18550833567274205,0.09711318016052246,0.02105638280452458,2,linear,"{'C': 2, 'kernel': 'linear'}",0.8888888888888888,0.8725490196078431,0.8780487804878048,0.8613861386138614,0.835820895522388,0.8673387446241572,0.01808352223297601,23
4,1.0549107551574708,0.1875604421672033,0.36285929679870604,0.06030115529886072,2,rbf,"{'C': 2, 'kernel': 'rbf'}",0.8815165876777251,0.8921568627450982,0.8844221105527638,0.86,0.8374384236453202,0.8711067969241814,0.019928305942978432,20
5,0.828593397140503,0.12828302397740604,0.08160285949707032,0.007451721222198899,2,poly,"{'C': 2, 'kernel': 'poly'}",0.9090909090909091,0.896551724137931,0.8921568627450982,0.8811881188118812,0.8669950738916256,0.8891965377354889,0.01425263535821302,3
6,0.873132848739624,0.03962359063553449,0.06975078582763672,0.009363421219580708,4,linear,"{'C': 4, 'kernel': 'linear'}",0.903846153846154,0.8975609756097561,0.8878048780487806,0.8725490196078431,0.8457711442786069,0.8815064342782282,0.02075441153395768,18
7,0.9576355457305908,0.14552689453240494,0.2510728359222412,0.059474568268667954,4,rbf,"{'C': 4, 'kernel': 'rbf'}",0.8899521531100479,0.8823529411764707,0.891089108910891,0.855721393034826,0.8415841584158416,0.8721399509296154,0.01991921586803887,19
8,0.9149762153625488,0.1580461088973794,0.0759056568145752,0.009977669904612529,4,poly,"{'C': 4, 'kernel': 'poly'}",0.8995215311004785,0.9019607843137256,0.8866995073891626,0.8737864077669903,0.8557213930348259,0.8835379247210365,0.017168136482375026,13
9,0.8236605167388916,0.07378897884042279,0.07174911499023437,0.011737903937407177,6,linear,"{'C': 6, 'kernel': 'linear'}",0.9029126213592235,0.9082125603864736,0.8878048780487806,0.8712871287128714,0.8457711442786069,0.8831976665571911,0.02270795559038735,15
10,1.140583324432373,0.14579291736928077,0.273710823059082,0.010144439210188117,6,rbf,"{'C': 6, 'kernel': 'rbf'}",0.903846153846154,0.8823529411764707,0.891089108910891,0.8768472906403942,0.8557213930348259,0.881971377521747,0.015981879787317105,17
11,0.7871960639953614,0.06425447499552624,0.06306633949279786,0.0014390102144361888,6,poly,"{'C': 6, 'kernel': 'poly'}",0.9047619047619048,0.9009900990099011,0.8932038834951457,0.8725490196078431,0.8571428571428571,0.8857295528035303,0.01812129098596679,8
12,0.8387781143188476,0.10562140783301868,0.07587208747863769,0.011593019588236084,9,linear,"{'C': 9, 'kernel': 'linear'}",0.912621359223301,0.9029126213592235,0.8768472906403941,0.8768472906403942,0.8571428571428571,0.885274283801234,0.019961859027911824,10
13,0.9507656097412109,0.11415407776365026,0.2803679943084717,0.0404933382955808,9,rbf,"{'C': 9, 'kernel': 'rbf'}",0.903846153846154,0.8975609756097561,0.8932038834951457,0.8768472906403942,0.8557213930348259,0.8854359393252551,0.017337892649976486,9
14,0.8664268016815185,0.07219867487487018,0.06893539428710938,0.006425482862364658,9,poly,"{'C': 9, 'kernel': 'poly'}",0.9107981220657277,0.9082125603864736,0.8942307692307693,0.8627450980392157,0.8571428571428571,0.8866258813730086,0.022572801246887778,6
15,0.9443624496459961,0.10137037962143206,0.07439866065979003,0.012776291447178319,15,linear,"{'C': 15, 'kernel': 'linear'}",0.9170731707317074,0.912621359223301,0.8866995073891626,0.8712871287128714,0.8682926829268292,0.8911947697967741,0.02034609304038193,1
16,0.907282018661499,0.07570537823523717,0.24268527030944825,0.02268456691865877,15,rbf,"{'C': 15, 'kernel': 'rbf'}",0.8985507246376813,0.8921568627450982,0.8932038834951457,0.8768472906403942,0.8613861386138614,0.8844289800264361,0.013598509678455857,11
17,0.8469388484954834,0.08185625630282234,0.07292437553405762,0.005068698920104647,15,poly,"{'C': 15, 'kernel': 'poly'}",0.9047619047619048,0.9029126213592235,0.8985507246376813,0.8712871287128714,0.8557213930348259,0.8866467545013015,0.01963027093447507,5
18,0.8155650138854981,0.16161753909550394,0.10075173377990723,0.05520638742542426,17,linear,"{'C': 17, 'kernel': 'linear'}",0.912621359223301,0.903846153846154,0.8878048780487806,0.8725490196078431,0.8682926829268292,0.8890228187305815,0.017200176422454635,4
19,0.9656749725341797,0.07888188162190005,0.2266507625579834,0.038230523214088576,17,rbf,"{'C': 17, 'kernel': 'rbf'}",0.8985507246376813,0.896551724137931,0.8888888888888888,0.8725490196078431,0.8613861386138614,0.883585299177241,0.014386260082143061,12
