1323412960	0.976	1.000	0.967
1291263794	0.948	1.000	0.992
1287505669	0.959	0.994	0.974
1287587801	0.983	0.988	0.956
1412095279	0.990	0.971	0.956
1325795691	0.982	0.997	0.927
1284729689	0.950	0.982	0.971
1325698778	0.991	0.996	0.911
1287413237	0.929	1.000	0.964
1270515457	0.976	0.949	0.966
1282856535	0.995	0.978	0.916
1323657445	0.995	0.975	0.916
1325744573	0.964	0.957	0.964
1291236979	0.964	0.958	0.960
1291594642	0.891	0.996	0.994
1323614489	0.948	0.988	0.946
1270425007	0.961	0.939	0.976
1313974312	0.911	0.989	0.974
1291602589	0.997	0.927	0.945
1284533770	0.894	1.000	0.973
1291482447	0.919	0.997	0.946
1270299849	0.896	0.975	0.991
1291386804	0.988	0.995	0.875
1291496738	0.921	0.996	0.937
1288523797	0.912	0.976	0.963
1288398387	0.928	0.983	0.941
1325813870	0.870	0.992	0.987
1270636439	0.858	0.995	0.996
1288639043	0.968	0.950	0.929
1325845969	0.930	0.988	0.928
1323612729	0.936	0.964	0.945
1325800065	0.956	0.995	0.892
1325739858	0.899	0.997	0.942
1287718726	0.867	1.000	0.969
1288559970	0.835	1.000	1.000
1287568705	0.948	0.995	0.892
1291397403	0.906	0.981	0.944
1323625845	0.968	0.968	0.894
1289446283	0.875	0.984	0.970
1323609295	0.957	0.979	0.894
1288478630	0.891	0.946	0.992
1291396376	0.878	0.978	0.967
1313857483	0.880	0.974	0.967
1313882430	0.887	0.994	0.938
1287783751	0.878	0.937	1.000
1291579754	0.967	0.995	0.852
1412035539	0.919	0.957	0.938
1287149403	0.880	0.971	0.963
1325832838	0.866	0.996	0.951
1316363792	0.845	0.995	0.973
1323638779	0.935	0.989	0.888
1323638348	0.865	0.977	0.969
1288439376	0.977	0.995	0.839
1289444711	0.815	1.000	0.994
1288405343	0.918	0.992	0.899
1291514996	0.807	1.000	1.000
1323622323	0.855	0.991	0.960
1288520798	0.884	0.986	0.933
1323650991	0.804	1.000	1.000
1289437459	0.903	0.925	0.975
1282787086	0.826	1.000	0.973
1284670789	0.893	0.961	0.941
1289160261	0.937	0.969	0.889
1287374402	0.795	1.000	1.000
1323618580	0.943	0.867	0.985
1313774509	0.794	1.000	1.000
1291400427	0.794	1.000	1.000
1325798395	0.808	1.000	0.985
1313792891	0.813	0.984	0.995
1325875626	0.932	0.974	0.887
1323622504	0.964	0.961	0.868
1325822627	0.994	0.982	0.815
1323624073	0.994	0.995	0.802
1313824566	0.832	0.992	0.966
1325784427	0.932	0.947	0.910
1288797002	0.958	0.975	0.854
1313763916	0.812	0.975	1.000
1291458301	0.856	0.991	0.938
1323634212	0.878	0.963	0.940
1412031396	0.909	0.928	0.943
1291394344	0.890	0.981	0.908
1270602152	0.831	0.990	0.957
1289648672	0.882	0.959	0.934
1323612321	0.893	0.978	0.902
1283149877	0.933	0.969	0.871
1284983178	0.956	0.982	0.833
1287470834	0.889	0.990	0.891
1283175943	0.823	0.965	0.982
1313783518	0.841	0.959	0.970
1313800907	0.941	0.904	0.924
1325787184	0.850	0.995	0.922
1287514701	0.791	0.996	0.979
1287367407	0.879	0.959	0.928
1287408945	0.791	1.000	0.974
1325853019	0.813	0.977	0.974
1288373572	0.846	0.926	0.991
1291481522	0.836	0.992	0.936
1289134266	0.818	0.965	0.981
1284963033	0.983	0.955	0.823
1287532346	0.936	0.913	0.912
1284735537	0.930	0.977	0.853
1313954613	0.922	0.967	0.870
1325870306	0.873	0.976	0.908
1323641152	0.929	0.988	0.838
1287484542	0.755	1.000	1.000
1287827553	0.926	0.993	0.836
1287616369	0.830	0.943	0.981
1291446380	0.863	0.996	0.893
1316591896	0.828	0.990	0.933
1270684449	0.841	0.981	0.929
1288697248	0.928	0.992	0.831
1291620548	0.964	0.958	0.828
1291872765	0.952	0.957	0.840
1323652305	0.941	0.912	0.896
1323633109	0.786	0.976	0.986
1295983988	0.834	0.996	0.918
1291511639	0.927	0.987	0.833
1291297174	0.901	0.918	0.927
1288575407	0.847	0.935	0.962
1291550153	0.958	0.941	0.845
1287474897	0.801	0.956	0.988
1291616960	0.889	0.982	0.873
1325831324	0.865	1.000	0.878
1290370156	0.947	0.903	0.892
1289660240	0.743	1.000	1.000
1287422476	0.754	1.000	0.988
1288446580	0.757	0.994	0.991
1287194330	0.774	0.978	0.989
1289247297	0.868	0.931	0.942
1284928811	1.000	0.873	0.867
1291180955	0.775	0.964	1.000
1289208588	0.771	0.987	0.981
1284684341	0.908	0.996	0.834
1316847953	0.861	0.985	0.892
1287357692	0.762	0.991	0.984
1289399414	0.786	0.989	0.959
1287748099	0.893	0.978	0.862
1287489578	0.763	0.986	0.983
1316561240	0.737	0.997	0.996
1323656678	0.934	0.921	0.875
1282883231	0.800	0.949	0.980
1325745930	0.778	0.992	0.959
1291412107	0.746	1.000	0.983
1316262395	0.728	1.000	1.000
1270629788	0.835	0.996	0.897
1291239742	0.898	0.970	0.859
1351090643	0.898	0.922	0.908
1325798648	0.764	0.987	0.975
1291761641	0.877	0.913	0.936
1284681803	0.814	0.995	0.916
1270458878	0.889	0.863	0.972
1323405754	0.828	0.980	0.916
1323482862	0.794	1.000	0.928
1288641645	0.796	1.000	0.927
1288462149	0.850	0.905	0.968
1287282002	0.845	0.921	0.957
1325913545	0.830	0.991	0.900
1287254203	0.773	0.975	0.972
1289336159	0.766	0.972	0.983
1291352495	0.810	0.959	0.951
1287549017	0.793	0.957	0.969
1291480441	0.967	0.928	0.823
1323434616	0.971	0.954	0.792
1356075882	0.900	0.940	0.877
1270124099	0.945	0.942	0.831
1313777344	0.794	1.000	0.924
1291417188	0.869	0.989	0.859
1288878082	0.783	0.942	0.990
1313857190	0.748	1.000	0.967
1291483011	0.724	0.997	0.994
1290430852	0.910	0.987	0.818
1314009108	0.759	0.984	0.972
1287519963	0.749	1.000	0.964
1313790571	0.875	0.964	0.874
1288494412	0.726	0.995	0.992
1291386285	0.716	1.000	0.996
1350822318	0.763	0.990	0.959
1270617245	0.856	0.961	0.894
1291400410	0.889	0.985	0.837
1289886130	0.714	0.997	1.000
1270041644	0.910	0.865	0.936
1313912755	0.748	0.992	0.969
1283139414	0.770	0.941	0.997
1325756322	0.808	0.977	0.922
1323603077	0.927	0.907	0.873
1284536227	0.730	0.992	0.985
1287636613	0.744	0.993	0.970
1288702443	0.899	0.909	0.898
1323639049	0.716	1.000	0.990
1284600620	0.773	0.973	0.960
1289215067	0.816	0.909	0.980
1291446311	0.769	0.995	0.941
1426359477	0.949	0.922	0.833
1313952668	0.864	0.906	0.934
1291330767	0.719	1.000	0.984
1291661064	0.715	1.000	0.987
1313791469	0.961	0.873	0.867
1313912508	0.759	0.975	0.968
1289443163	0.726	1.000	0.975
1287769292	0.955	0.833	0.913
1314017383	0.921	0.935	0.845
1287390516	0.818	0.964	0.918
1288720021	0.967	0.905	0.828
1270390302	0.779	0.971	0.950
1325742065	0.826	0.987	0.886
1289204203	0.788	0.990	0.921
1325713368	0.996	0.924	0.778
1287428476	0.828	0.953	0.918
1284628625	0.833	0.955	0.910
1287408175	0.957	0.963	0.779
1270382645	0.882	0.989	0.827
1270887962	0.835	0.961	0.902
1284826404	0.827	0.991	0.879
1325682545	0.864	1.000	0.833
1325997642	0.716	1.000	0.981
1323640837	0.853	0.979	0.864
1289443032	0.796	0.974	0.926
1291246848	0.699	0.997	1.000
1288602156	0.828	0.914	0.951
1291376995	0.771	0.997	0.925
1282758894	0.717	0.997	0.979
1313767408	0.740	0.993	0.960
1287319537	0.735	0.997	0.959
1270826521	0.715	0.996	0.980
1289440319	0.775	0.987	0.928
1282668160	0.919	0.805	0.966
1323621739	0.956	0.959	0.774
1289434219	0.839	0.992	0.857
1284846277	0.701	0.995	0.991
1291634773	0.726	0.973	0.989
1291433693	0.882	0.939	0.866
1325943267	0.771	1.000	0.916
1291416786	0.960	0.965	0.761
1325675715	0.689	1.000	0.997
1325725917	0.866	0.935	0.884
1282670867	0.788	0.931	0.966
1287452807	0.719	1.000	0.966
1325760982	0.715	1.000	0.969
1313967751	0.799	0.983	0.902
1323656786	0.756	0.985	0.941
1291164302	0.698	1.000	0.985
1291503595	0.741	0.957	0.985
1323612329	0.717	1.000	0.966
1287385817	0.864	0.974	0.842
1288431157	0.772	0.992	0.916
1288742557	0.835	0.992	0.853
1288391433	0.862	0.842	0.975
1287477802	0.785	1.000	0.894
1291512117	0.709	0.985	0.985
1323414532	0.797	0.970	0.911
1314033341	0.886	0.947	0.846
1287304901	0.727	1.000	0.951
1287484674	0.739	1.000	0.939
1293023321	0.706	1.000	0.972
1287207927	0.931	1.000	0.746
1325742142	0.907	0.906	0.865
1284704177	0.992	0.930	0.755
1291680806	0.904	0.996	0.777
1287483159	0.745	0.986	0.945
1325740689	0.786	0.920	0.969
1291585970	0.783	0.976	0.916
1400671243	0.790	0.979	0.906
1313943346	0.755	0.989	0.931
1288831991	0.684	0.995	0.995
1351089140	0.830	0.931	0.913
1290357465	0.837	0.890	0.947
1313935385	0.960	0.965	0.749
1287299690	0.680	1.000	0.994
1293118440	0.784	0.934	0.955
1289207873	0.684	1.000	0.990
1284669382	0.698	0.977	0.997
1282972618	0.788	0.970	0.915
1313868068	0.791	0.965	0.917
1325788425	0.877	0.940	0.855
1291758056	0.693	0.997	0.983
1313774837	0.840	0.957	0.875
1323616031	0.927	0.933	0.811
1284883566	0.710	0.982	0.979
1288514663	0.796	0.996	0.879
1323639784	0.745	0.962	0.964
1288827064	0.730	0.991	0.950
1287324547	0.682	1.000	0.989
1291565181	0.835	0.949	0.886
1289229759	0.808	0.919	0.943
1284927761	0.915	0.906	0.848
1287561557	0.838	1.000	0.830
1288549444	0.822	0.991	0.856
1316235137	0.844	0.863	0.961
1291305372	0.703	0.981	0.983
1288825455	0.684	0.997	0.985
1323613252	0.731	1.000	0.935
1270463966	0.671	1.000	0.996
1313854498	0.790	0.943	0.932
1291316446	0.669	1.000	0.997
1313873458	0.750	0.962	0.954
1291328118	0.785	0.896	0.983
1323643633	0.821	0.970	0.873
1291388264	0.697	0.993	0.974
1323623777	0.955	0.963	0.745
1313865386	0.878	0.871	0.914
1270890290	0.750	0.929	0.984
1288521875	0.798	0.870	0.993
1289469470	0.867	0.884	0.910
1288564546	0.701	0.994	0.966
1351131119	0.789	0.986	0.886
1282905578	0.699	0.966	0.996
1313884878	0.711	0.996	0.953
1290166080	0.766	1.000	0.894
1284936821	0.710	0.991	0.959
1282908851	0.741	0.954	0.964
1290237427	0.869	0.908	0.883
1313794587	0.692	1.000	0.967
1313764934	0.833	0.984	0.841
1287800312	0.742	0.983	0.932
1313779779	0.658	1.000	1.000
1288550747	0.771	0.991	0.897
1313844409	0.736	0.984	0.937
1284604444	0.718	0.986	0.953
1282843156	0.696	0.989	0.972
1270819090	0.750	0.936	0.970
1270363089	0.822	0.874	0.960
1313730036	0.943	0.821	0.892
1284834793	0.930	0.915	0.810
1324217665	0.841	0.856	0.958
1313855153	0.774	0.959	0.923
1287354469	0.766	0.963	0.925
1313849785	0.970	0.967	0.717
1284875689	0.797	0.991	0.866
1287383395	0.722	0.997	0.935
1284878655	0.798	0.876	0.979
1288585728	0.776	0.995	0.882
1323618928	0.960	0.970	0.723
1287148125	0.850	0.898	0.904
1316242256	0.939	1.000	0.714
1316244707	0.732	0.968	0.951
1325894265	0.873	1.000	0.779
1323499703	0.758	0.974	0.920
1315207103	0.748	1.000	0.904
1323654831	0.663	0.992	0.995
1325694397	0.893	0.950	0.807
1284575287	0.834	0.930	0.887
1316245941	0.712	0.938	1.000
1282659511	0.649	1.000	1.000
1288831336	0.744	1.000	0.904
1289446704	0.652	1.000	0.996
1287758839	0.814	0.860	0.974
1288525039	0.970	0.936	0.741
1287272191	0.756	0.996	0.895
1291468046	0.646	1.000	1.000
1325877715	0.968	0.975	0.703
1284123104	0.653	0.995	0.997
1291639722	0.779	0.975	0.891
1356065161	0.692	0.994	0.959
1287363632	0.660	1.000	0.985
1284890784	0.895	0.914	0.835
1288387954	0.817	0.928	0.899
1313856119	0.648	1.000	0.996
1288606713	0.650	1.000	0.993
1316414250	0.681	1.000	0.962
1288586692	0.885	0.951	0.807
1287219933	0.790	0.964	0.888
1287363536	0.650	0.997	0.995
1288414048	0.686	0.994	0.961
1287293820	0.698	0.989	0.956
1291737442	0.980	0.877	0.785
1282910261	0.796	0.955	0.891
1270515643	0.727	0.956	0.958
1287229801	0.805	0.895	0.941
1313989026	0.802	0.958	0.881
1325725227	0.792	1.000	0.848
1282749482	0.812	0.924	0.905
1313873659	0.858	0.906	0.876
1288403308	0.855	0.829	0.955
1288478637	0.685	1.000	0.954
1323601834	0.935	0.879	0.826
1291241758	0.658	0.996	0.985
1270519824	0.674	0.996	0.969
1313779645	0.792	0.953	0.893
1287553829	0.936	0.922	0.780
1325810891	0.927	0.710	1.000
1289204537	0.765	0.951	0.921
1288498463	0.688	1.000	0.949
1291505858	0.727	0.995	0.915
1313831268	0.859	0.971	0.807
1289163966	0.989	0.981	0.666
1291413878	0.772	0.978	0.887
1287429981	0.842	0.953	0.842
1287512351	0.700	1.000	0.937
1323672808	0.662	1.000	0.974
1323643824	0.636	1.000	1.000
1287480369	0.840	0.991	0.805
1289315420	0.731	0.915	0.989
1287426054	0.696	0.958	0.981
1316590791	0.745	0.995	0.895
1282753347	0.635	1.000	1.000
1287347962	0.891	0.773	0.970
1287244904	0.685	0.974	0.975
1288758875	0.756	0.900	0.978
1356077355	0.829	0.936	0.868
1288642173	0.657	0.987	0.990
1291539357	0.900	0.965	0.768
1291634550	0.650	0.997	0.986
1288884691	0.771	0.891	0.972
1287588161	0.844	0.913	0.876
1288727845	0.746	0.932	0.954
1313765605	0.713	0.969	0.950
1288481433	0.900	0.903	0.830
1287215706	0.812	0.976	0.845
1316594436	0.738	0.996	0.897
1287565313	0.870	0.863	0.899
1270406353	0.815	0.989	0.827
1289264164	0.648	0.996	0.987
1288494865	0.730	0.965	0.936
1288566893	0.766	0.901	0.964
1288826388	0.703	0.966	0.963
1291435379	0.936	0.947	0.748
1287197300	0.715	0.970	0.946
1291500410	0.636	1.000	0.995
1284682965	0.791	0.864	0.975
1313976164	0.679	0.975	0.977
1289247340	0.697	0.995	0.939
1289584947	0.979	0.705	0.946
1287683037	0.643	1.000	0.986
1288043472	0.802	0.958	0.869
1323665469	0.699	0.991	0.939
1356066879	0.848	0.993	0.788
1287816553	0.672	1.000	0.957
1293878407	0.646	0.994	0.989
1323641454	0.700	0.997	0.931
1291553180	0.683	0.995	0.951
1288404900	0.673	1.000	0.955
1270844358	0.808	0.978	0.842
1293032146	0.748	0.978	0.902
1288770124	0.771	0.903	0.953
1291258386	0.851	0.990	0.787
1288692937	0.874	0.965	0.788
1313849091	0.812	0.990	0.825
1313911801	0.673	0.983	0.972
1287277805	0.721	0.927	0.979
1284670116	0.634	0.993	1.000
1289198422	0.656	0.979	0.992
1287563086	0.664	0.988	0.975
1284984648	0.759	0.985	0.882
1270631950	0.686	0.992	0.947
1325823211	0.650	0.992	0.983
1287483910	0.640	1.000	0.985
1270446849	0.748	0.997	0.880
1290101562	0.637	1.000	0.987
1288828821	0.654	1.000	0.970
1325997485	0.631	1.000	0.993
1288846815	0.682	0.984	0.959
1287717714	0.885	0.953	0.786
1291301745	0.705	0.985	0.934
1288582566	0.710	0.978	0.936
1288742114	0.649	0.997	0.977
1287653256	0.842	0.863	0.918
1287662621	0.696	0.981	0.946
1287198345	0.808	0.992	0.822
